easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
25,14,2,27,25,7,59,41,1,27,7
10,3,3,26,16,11,53,16,4,12,8
9,24,1,19,25,10,54,34,3,42,9
19,6,14,29,23,14,66,39,2,17,2
20,4,3,27,19,15,61,27,1,14,8
26,5,10,29,16,11,56,41,1,15,2
11,13,13,12,13,15,40,37,1,27,2
1,4,0,19,16,11,46,5,6,14,10
25,6,5,25,25,12,62,36,1,16,6
4,14,3,12,17,10,39,21,4,28,8
29,17,3,29,17,9,55,49,1,32,7
22,9,10,24,16,10,50,41,1,20,2
4,10,6,14,12,12,38,20,4,22,5
10,6,3,10,11,7,28,19,1,16,6
1,14,8,23,21,9,53,23,6,27,2
7,6,2,25,14,9,48,15,4,17,8
8,1,6,16,16,7,39,15,3,9,2
29,9,10,29,11,14,54,48,1,21,3
7,4,8,28,13,14,55,19,4,14,4
8,7,4,22,13,10,45,19,4,18,6
21,12,5,21,14,6,41,38,1,25,3
12,18,3,18,20,5,43,33,2,33,5
16,5,8,24,15,11,50,29,2,15,4
22,2,8,28,16,12,56,32,1,11,3
5,6,4,13,12,6,31,15,4,17,5
6,11,9,15,15,11,41,26,3,23,3
4,2,8,19,22,8,49,14,4,11,2
25,8,14,27,25,14,66,47,1,19,2
7,6,2,12,14,12,38,15,3,16,8
12,16,3,18,25,11,54,31,2,31,7
13,12,3,13,23,15,51,28,1,25,8
6,10,0,12,15,7,34,16,3,22,10
7,15,2,30,20,12,62,24,4,29,8
22,4,4,24,16,6,46,30,1,14,5
2,1,1,24,23,9,56,4,5,10,9
14,1,1,18,22,12,52,16,1,9,10
17,18,0,30,19,12,61,35,3,33,10
14,10,1,18,18,6,42,25,2,22,8
27,6,2,30,22,8,60,35,1,17,8
1,9,3,25,10,9,44,13,6,21,7
6,6,4,10,17,7,34,16,3,16,5
11,8,8,13,16,10,39,27,1,19,3
11,1,2,16,20,6,42,14,2,10,7
10,8,1,29,16,15,60,19,4,19,9
12,18,5,25,22,7,54,35,3,33,4
4,6,0,30,18,6,54,10,5,16,10
5,8,7,13,17,15,45,20,3,19,6
0,10,2,27,11,5,43,12,6,22,7
4,3,9,27,10,12,49,16,5,12,3
15,7,0,24,18,10,52,22,2,18,10
16,1,8,18,13,10,41,25,1,10,3
16,5,0,20,13,5,38,21,1,15,10
21,8,9,24,19,14,57,38,1,19,4
8,2,1,24,14,9,47,11,4,11,9
5,12,5,26,16,7,49,22,5,25,3
3,7,2,17,21,9,47,12,5,18,8
14,8,3,24,20,10,54,25,2,19,8
4,0,5,27,13,6,46,9,5,8,2
6,15,1,28,23,11,62,22,4,29,9
8,6,6,22,10,9,41,20,4,17,4
23,1,5,27,14,15,56,29,1,10,7
2,5,1,20,20,6,46,8,5,15,9
20,5,6,28,11,15,54,31,2,15,6
5,4,4,16,25,11,52,13,4,14,6
4,8,0,25,25,7,57,12,5,19,10
8,9,6,23,21,8,52,23,4,21,3
28,8,6,28,15,7,50,42,1,19,3
3,12,2,20,24,5,49,17,5,25,7
15,13,0,20,15,13,48,28,1,27,10
8,12,2,30,24,8,62,22,4,24,8
13,14,9,30,20,10,60,36,3,28,2
3,15,0,29,15,12,56,18,5,29,10
25,2,8,27,16,13,56,35,1,11,4
9,21,1,21,23,9,53,31,3,38,9
17,6,4,25,15,9,49,27,2,16,6
5,6,4,30,16,12,58,15,5,17,7
8,0,2,22,11,15,48,10,4,8,9
5,17,5,23,18,12,53,27,4,32,6
0,7,9,20,10,10,40,16,6,18,2
10,10,4,18,21,11,50,24,3,22,7
10,11,12,10,12,15,37,33,1,23,2
11,4,3,29,14,7,50,18,4,14,6
8,10,9,20,24,9,53,27,3,22,2
10,2,13,19,18,15,52,25,3,11,2
17,9,4,23,18,15,56,30,1,21,8
15,18,3,23,19,5,47,36,2,33,5
1,16,4,16,19,7,42,21,5,30,5
29,4,5,30,12,8,50,38,1,14,5
1,6,6,28,16,8,52,13,6,17,3
6,6,2,19,14,12,45,14,4,17,9
9,13,0,10,24,6,40,22,1,26,10
2,1,1,12,23,5,40,4,5,9,8
14,5,10,18,24,15,57,29,1,15,4
18,9,1,23,22,9,54,28,1,20,9
5,14,8,18,25,12,55,27,4,28,4
19,0,10,29,19,12,60,29,2,8,2
24,5,1,24,15,6,45,30,1,15,9
6,7,2,28,14,6,48,15,5,18,7
26,14,8,26,16,8,50,48,1,28,2
6,4,1,24,19,5,48,11,4,14,8
11,1,15,12,19,15,46,27,1,10,2
0,18,6,24,25,6,55,24,6,34,2
0,4,11,20,13,12,45,15,6,13,2
4,10,0,27,15,13,55,14,5,22,10
8,0,6,12,12,7,31,14,2,8,2
0,22,3,16,25,6,47,25,6,39,6
14,9,8,17,21,12,50,31,1,20,3
1,3,3,22,10,8,40,7,5,12,7
13,2,3,14,13,8,35,18,1,11,7
0,6,7,21,24,8,53,13,6,16,2
10,3,4,16,22,13,51,17,2,13,7
10,6,7,11,24,13,48,23,1,17,5
15,10,1,27,25,6,58,26,3,22,9
3,15,7,26,16,14,56,25,5,29,6
2,24,14,15,25,14,54,40,5,42,2
9,15,13,15,19,15,49,37,2,29,2
21,8,7,28,20,12,60,36,1,19,5
23,5,2,29,17,14,60,30,1,15,9
17,0,0,23,14,10,47,17,1,8,10
6,12,2,14,20,14,48,20,3,24,9
13,19,1,25,25,7,57,33,3,35,9
7,5,2,21,19,8,48,14,4,15,7
26,6,5,27,24,11,62,37,1,16,5
3,4,10,13,16,15,44,17,5,14,4
9,10,11,14,19,13,46,30,2,22,2
9,5,5,17,19,6,42,19,3,15,3
1,15,0,24,20,11,55,16,6,29,10
20,9,9,21,15,14,50,38,1,20,4
18,11,2,30,13,7,50,31,2,23,8
9,19,7,21,21,10,52,35,3,35,4
22,20,6,22,21,7,50,48,1,36,3
10,2,2,28,12,9,49,14,4,11,8
7,24,5,11,24,9,44,36,2,42,5
15,0,12,27,17,15,59,27,3,8,3
9,9,14,19,16,14,49,32,3,21,2
11,14,4,15,25,13,53,29,2,28,7
7,10,0,10,13,7,30,17,2,22,10
9,2,7,16,11,11,38,18,2,11,4
8,12,4,15,18,8,41,24,3,25,5
18,8,8,25,23,8,56,34,2,19,2
12,15,4,23,20,9,52,31,3,29,6
11,13,0,22,18,13,53,24,3,26,10
13,8,1,19,25,11,55,22,2,19,9
0,12,1,15,14,13,42,13,6,25,10
10,12,3,12,22,12,46,25,1,24,7
20,5,10,28,12,11,51,35,2,15,2
9,12,3,12,25,6,43,24,1,25,6
14,13,9,25,18,12,55,36,3,26,4
4,23,6,26,24,7,57,33,5,41,3
7,6,7,14,23,13,50,20,3,16,5
14,10,1,14,21,7,42,25,1,22,9
0,12,3,17,13,13,43,15,6,25,8
0,13,3,12,16,7,35,16,6,26,6
24,0,0,24,13,11,48,24,1,8,10
5,10,11,15,24,12,51,26,4,22,2
8,15,7,26,21,7,54,30,4,29,2
16,11,0,19,22,9,50,27,1,24,10
0,7,10,19,11,12,42,17,6,18,2
1,15,4,23,17,7,47,20,5,29,5
23,4,5,26,15,7,48,32,1,13,4
3,12,15,20,22,15,57,30,5,25,2
16,4,2,17,21,14,52,22,1,13,8
21,4,3,21,24,7,52,28,1,13,6
3,14,3,26,19,6,51,20,5,27,6
12,16,1,28,19,7,54,29,3,31,9
3,13,12,20,23,13,56,28,5,26,2
1,7,4,21,18,9,48,12,5,18,6
3,9,5,25,10,6,41,17,5,21,3
20,5,4,23,11,8,42,29,1,15,6
17,13,6,20,15,14,49,36,1,26,6
10,1,3,18,25,5,48,14,3,10,5
6,6,8,22,14,10,46,20,4,16,3
12,2,15,27,12,15,54,29,3,11,2
10,2,2,11,17,7,35,14,1,11,7
13,4,4,20,12,5,37,21,2,13,3
17,8,6,24,12,6,42,31,2,19,2
2,17,9,12,20,11,43,28,5,31,3
6,8,1,27,16,15,58,15,5,20,9
13,23,0,22,25,7,54,36,2,41,10
10,18,7,22,20,10,52,35,3,33,4
5,20,8,26,25,14,65,33,4,36,4
15,7,6,19,23,7,49,28,1,18,2
9,8,0,22,18,11,51,17,3,20,10
6,11,0,12,11,8,31,17,3,23,10
5,5,8,13,23,15,51,18,4,15,5
6,6,3,28,12,6,46,15,4,16,5
3,13,2,10,25,14,49,18,4,26,8
25,5,2,25,19,12,56,32,1,15,9
27,7,0,30,12,8,50,34,1,18,10
16,5,0,17,12,6,35,21,1,15,10
17,0,5,18,14,9,41,22,1,8,5
1,1,7,23,16,13,52,9,6,10,5
7,15,7,15,22,7,44,29,3,29,2
7,6,4,14,12,9,35,17,3,16,6
7,10,11,25,23,12,60,28,4,22,2
1,6,11,11,11,14,36,18,5,17,3
12,0,2,13,16,6,35,14,1,8,7
17,13,0,24,19,11,54,30,2,26,10
1,3,9,20,10,14,44,13,5,13,4
16,7,8,23,12,11,46,31,2,18,3
5,6,13,20,22,14,56,24,4,16,2
3,6,0,23,21,13,57,9,5,16,10
22,20,3,26,21,9,56,45,1,36,7
3,9,7,14,11,7,32,19,5,21,2
10,13,3,14,22,6,42,26,2,26,6
18,20,8,19,25,8,52,46,1,36,2
10,10,5,14,12,10,36,25,2,22,6
4,0,5,15,11,15,41,9,4,8,7
17,6,6,17,13,8,38,29,1,17,4
12,15,8,25,16,10,51,35,3,29,3
14,7,2,14,14,7,35,23,1,18,8
18,6,5,18,19,15,52,29,1,16,7
14,24,1,23,25,8,56,39,2,41,9
6,0,1,18,13,15,46,7,4,8,9
22,15,6,24,18,14,56,43,1,29,6
22,21,3,25,24,12,61,46,1,38,8
15,13,5,28,23,6,57,33,3,27,3
5,6,6,18,22,14,54,17,4,16,6
10,3,7,17,24,8,49,20,3,13,2
7,12,8,26,16,9,51,27,4,25,2
21,6,1,24,23,8,55,28,1,16,9
2,18,5,21,18,5,44,25,5,33,2
16,1,6,16,10,11,37,23,1,10,5
13,2,9,22,17,15,54,24,3,10,4
8,2,0,17,13,8,38,10,3,11,10
11,7,5,15,24,9,48,23,2,18,5
5,11,8,20,15,12,47,24,4,23,4
8,0,3,13,12,10,35,11,2,8,7
9,24,2,10,24,15,49,35,1,42,9
22,13,6,28,17,10,55,41,1,26,4
14,12,1,14,25,6,45,27,1,25,8
21,7,0,29,17,14,60,28,2,17,10
8,17,4,14,17,9,40,29,2,32,6
12,12,8,26,24,11,61,32,3,24,4
16,8,7,24,23,9,56,31,2,19,3
20,20,7,29,23,13,65,47,2,36,5
16,10,8,16,17,10,43,34,1,22,3
0,10,1,25,21,8,54,11,6,22,8
4,6,0,25,23,9,57,10,5,16,10
17,0,3,24,10,5,39,20,2,8,5
27,3,5,29,10,11,50,35,1,13,6
2,9,3,26,19,8,53,14,5,20,6
18,3,8,30,15,9,54,29,2,12,2
12,17,7,16,22,9,47,36,2,32,3
2,4,1,15,19,14,48,7,5,13,9
21,20,3,24,21,5,50,44,1,36,5
9,0,9,11,17,15,43,18,1,8,5
2,14,1,30,25,15,70,17,5,28,9
12,12,7,16,12,12,40,31,1,25,5
15,19,2,19,20,9,48,36,1,34,8
6,1,0,13,12,5,30,7,3,9,10
4,2,2,12,16,5,33,8,4,11,7
29,0,1,29,24,14,67,30,1,8,9
24,13,2,25,16,10,51,39,1,26,8
13,0,5,27,23,7,57,18,3,8,4
16,3,5,18,11,8,37,24,1,12,5
1,6,0,16,19,5,40,7,6,16,10
4,2,6,25,21,9,55,12,5,11,4
15,13,9,18,14,9,41,37,1,26,2
0,1,7,13,15,7,35,8,6,9,2
3,3,14,17,16,14,47,20,5,12,2
4,7,9,11,14,14,39,20,4,18,4
12,4,9,17,18,15,50,25,2,14,5
4,1,7,20,14,11,45,12,5,9,4
13,17,4,17,18,15,50,34,1,32,8
12,15,6,14,21,6,41,33,1,29,2
9,20,5,11,22,9,42,34,1,36,5
2,4,1,26,17,8,51,7,5,14,9
24,16,14,26,16,15,57,54,1,30,2
5,7,4,16,24,11,51,16,4,18,6
12,2,8,23,13,14,50,22,3,11,4
10,5,8,23,17,12,52,23,3,15,4
15,11,1,21,17,6,44,27,1,23,9
21,13,3,29,20,6,55,37,2,26,5
2,6,12,17,20,14,51,20,5,17,2
10,15,9,10,23,13,46,34,1,29,3
6,3,3,11,15,7,33,12,3,12,6
21,12,4,30,15,9,54,37,2,24,6
18,18,1,25,19,13,57,37,2,33,9
25,16,11,27,16,13,56,52,1,30,2
3,2,8,20,25,15,60,13,5,11,5
21,6,2,30,24,7,61,29,2,16,7
4,7,2,14,22,15,51,13,4,18,9
10,15,3,10,15,13,38,28,1,29,8
14,8,10,17,16,15,48,32,1,20,3
15,0,6,22,20,11,53,21,2,8,5
1,16,2,13,17,7,37,19,5,30,7
1,20,2,10,25,7,42,23,5,36,8
9,22,4,18,23,6,47,35,3,38,4
1,12,10,11,16,12,39,23,5,25,3
15,1,13,29,22,14,65,29,3,9,2
5,4,4,10,10,7,27,13,3,14,5
12,2,5,13,24,8,45,19,1,11,5
17,15,4,29,15,12,56,36,2,29,6
24,2,5,26,22,12,60,31,1,10,6
10,13,1,14,23,8,45,24,2,26,8
24,17,6,30,19,9,58,47,1,32,4
19,8,2,21,10,15,46,29,1,19,9
1,8,4,23,16,10,49,13,6,20,7
5,10,1,13,10,10,33,16,4,22,10
1,3,1,20,24,11,55,5,6,12,9
3,2,3,10,19,5,34,8,4,11,5
5,10,0,18,10,13,41,15,4,22,10
13,18,6,20,22,14,56,37,2,33,6
29,3,13,30,13,14,57,45,1,12,2
8,12,9,10,13,14,37,29,1,25,4
3,7,4,11,24,6,41,14,4,18,4
1,3,1,19,21,11,51,5,6,13,9
11,18,7,12,22,11,45,36,1,34,4
8,6,12,27,25,14,66,26,4,17,2
16,20,8,17,20,15,52,44,1,36,5
16,6,10,23,14,14,51,32,2,17,3
17,9,4,19,19,5,43,30,1,21,4
1,12,7,12,14,10,36,20,5,24,4
13,10,14,19,22,14,55,37,2,22,2
5,16,9,24,22,10,56,30,5,30,2
19,14,8,23,18,11,52,41,1,28,4
0,8,2,16,18,5,39,10,6,19,7
1,3,11,21,11,14,46,15,5,12,3
10,3,5,25,25,11,61,18,3,12,6
2,9,2,22,13,8,43,13,5,20,8
7,15,4,17,17,10,44,26,4,29,6
1,14,4,15,19,13,47,19,5,28,7
9,0,13,16,10,14,40,22,3,8,2
13,14,2,25,20,7,52,29,3,28,8
17,11,4,27,16,8,51,32,2,23,6
13,5,9,23,11,12,46,27,3,15,3
6,2,6,20,16,8,44,14,4,11,3
6,8,5,19,10,14,43,19,4,20,6
8,4,4,11,18,13,42,16,2,13,7
29,4,6,29,17,8,54,39,1,14,3
7,7,7,17,24,10,51,21,3,17,4
13,6,10,18,11,15,44,29,2,17,4
4,5,5,11,15,6,32,14,4,15,3
12,2,7,15,10,15,40,21,1,11,5
6,8,6,26,11,7,44,20,5,19,2
11,19,4,28,24,13,65,34,4,34,7
20,4,1,25,17,9,51,25,1,13,9
5,9,1,13,11,10,34,15,4,20,10
6,15,10,17,20,12,49,31,4,29,2
13,20,5,15,25,8,48,38,1,36,4
7,11,2,20,15,5,40,20,4,23,7
5,15,4,20,16,14,50,24,4,29,8
3,5,2,10,21,12,43,10,4,15,8
9,13,10,12,15,11,38,32,1,26,2
13,9,9,26,14,14,54,31,3,21,4
24,4,4,24,22,12,58,32,1,14,7
0,10,13,20,17,15,52,23,6,22,2
0,7,9,27,20,14,61,16,6,17,4
8,11,7,11,18,12,41,26,2,24,4
11,2,0,27,13,5,45,13,4,11,10
7,1,7,11,14,8,33,15,2,9,2
12,0,5,18,12,7,37,17,2,8,4
8,7,1,12,13,14,39,16,2,18,9
12,11,0,28,18,5,51,23,3,23,10
14,4,9,20,14,14,48,27,2,14,4
14,2,6,19,17,6,42,22,2,11,2
20,12,6,21,17,7,45,38,1,25,2
4,5,15,17,20,15,52,24,5,15,2
14,0,7,24,19,15,58,21,2,8,6
15,5,9,19,10,11,40,29,1,15,3
7,0,6,17,25,9,51,13,3,8,4
12,4,9,21,12,12,45,25,3,14,3
25,10,8,27,19,10,56,43,1,22,3
5,0,8,19,13,13,45,13,4,8,4
6,0,1,27,12,12,51,7,4,8,9
7,4,2,26,11,10,47,13,4,14,9
20,3,6,25,15,10,50,29,1,12,4
14,12,1,19,19,12,50,27,2,25,9
5,18,5,13,18,11,42,28,4,33,6
10,5,5,13,19,12,44,20,2,15,6
20,12,10,21,12,15,48,42,1,25,4
6,2,4,18,12,5,35,12,4,11,3
11,0,10,22,14,15,51,21,3,8,4
13,11,4,15,19,7,41,28,1,23,5
3,6,0,12,12,5,29,9,4,16,10
8,0,13,13,10,14,37,21,3,8,2
4,0,8,17,10,12,39,12,4,8,4
21,1,6,26,24,12,62,28,1,9,5
11,10,3,19,21,10,50,24,2,22,7
14,17,6,19,22,12,53,37,1,32,5
4,4,6,16,10,7,33,14,4,14,3
24,9,2,24,14,6,44,35,1,20,7
13,6,1,24,21,15,60,20,3,17,10
27,17,9,27,25,10,62,53,1,32,2
18,7,2,26,11,5,42,27,2,18,7
22,12,10,30,13,14,57,44,2,25,4
6,2,5,21,10,13,44,13,4,10,7
13,11,1,20,25,13,58,25,2,23,9
15,16,5,17,19,8,44,36,1,30,5
1,12,3,29,24,15,68,16,5,25,8
8,14,4,17,19,6,42,26,3,28,4
20,12,6,29,12,15,56,38,2,25,6
16,13,3,22,22,5,49,32,1,26,5
6,9,10,24,10,10,44,25,5,20,2
5,15,5,18,20,10,48,25,4,29,5
11,16,12,12,21,12,45,39,1,31,2
1,12,0,15,13,10,38,13,5,25,10
6,25,5,12,25,5,42,36,3,43,2
6,17,2,11,19,5,35,25,3,32,7
17,3,11,27,15,12,54,31,2,12,2
22,2,2,23,22,7,52,26,1,11,7
12,11,11,18,19,11,48,34,2,23,2
14,18,0,20,24,6,50,32,2,34,10
29,11,2,29,21,5,55,42,1,23,7
11,8,6,15,24,10,49,25,2,19,4
4,17,4,12,17,12,41,25,4,32,7
14,1,2,29,11,9,49,17,3,9,8
4,15,10,25,24,11,60,29,5,29,2
5,11,3,14,21,6,41,19,4,24,6
7,3,11,23,19,13,55,21,4,13,2
0,9,3,17,25,6,48,12,6,20,6
7,0,4,13,14,6,33,11,3,8,4
7,4,2,10,20,12,42,13,2,14,8
1,7,2,10,11,11,32,10,5,18,8
13,7,9,21,10,9,40,29,2,18,2
16,11,4,17,11,6,34,31,1,23,4
11,11,8,23,14,12,49,30,3,23,4
30,7,1,30,16,10,56,38,1,18,9
22,2,2,23,13,15,51,26,1,11,9
17,0,6,26,12,12,50,23,2,8,6
4,3,6,22,15,15,52,13,5,13,6
3,2,0,24,22,11,57,5,5,10,10
10,0,9,20,22,10,52,19,3,8,2
6,14,10,22,25,10,57,30,4,28,2
7,9,4,11,16,9,36,20,2,20,6
9,11,0,17,23,5,45,20,3,24,10
10,8,1,13,11,10,34,19,1,19,9
5,4,14,17,25,15,57,23,4,13,2
0,16,0,23,22,10,55,16,6,31,10
5,16,1,10,21,11,42,22,3,30,9
7,19,4,17,21,5,43,30,4,35,3
4,0,13,18,19,13,50,17,4,8,2
14,13,7,14,19,10,43,34,1,27,4
15,14,1,24,22,12,58,30,2,28,9
3,20,6,28,25,6,59,29,5,36,2
11,1,3,20,19,6,45,15,3,9,6
7,0,0,13,14,13,40,7,3,8,10
13,11,6,17,13,14,44,30,1,23,6
3,9,0,21,16,7,44,12,5,20,10
14,15,11,27,18,11,56,40,3,29,2
18,2,4,19,21,5,45,24,1,11,3
2,2,8,19,17,10,46,12,5,11,3
19,16,7,28,24,7,59,42,2,30,2
0,1,0,20,12,7,39,1,6,10,10
2,7,7,13,12,12,37,16,5,17,5
6,6,4,15,20,6,41,16,4,17,5
10,4,1,30,16,7,53,15,4,13,8
4,5,6,12,14,9,35,15,4,15,4
2,19,0,21,24,9,54,21,5,34,10
10,12,1,16,19,5,40,23,2,25,8
8,4,1,11,14,7,32,13,2,14,8
3,17,9,30,17,10,57,29,5,31,2
8,1,13,17,11,13,41,22,3,9,2
20,21,4,27,23,9,59,45,1,38,6
5,8,3,15,10,7,32,16,4,19,6
12,3,2,28,12,14,54,17,3,12,9
15,6,11,26,25,15,66,32,2,16,3
18,10,9,18,14,13,45,37,1,22,3
9,3,0,16,17,11,44,12,3,12,10
11,7,4,12,13,8,33,22,1,18,5
8,4,3,24,10,9,43,15,4,14,7
4,9,1,13,18,5,36,14,4,20,8
3,7,3,13,18,9,40,13,5,18,7
21,10,0,22,10,7,39,31,1,22,10
1,5,3,19,12,15,46,9,5,15,8
4,11,1,23,16,5,44,16,5,23,8
1,11,12,23,16,15,54,24,5,23,2
11,5,9,12,17,12,41,25,1,15,3
13,4,5,20,17,10,47,22,2,13,5
1,4,2,14,10,11,35,7,6,14,9
18,10,2,29,14,5,48,30,2,22,7
4,1,6,11,18,6,35,11,4,9,2
17,6,2,30,18,5,53,25,2,17,6
21,5,4,28,13,6,47,30,2,15,4
15,11,10,28,19,12,59,36,2,23,2
8,10,0,11,19,6,36,18,2,22,10
7,0,4,26,14,10,50,11,4,8,7
10,21,9,15,22,10,47,40,2,37,2
1,17,8,29,20,13,62,26,6,32,5
8,9,7,24,21,15,60,24,4,21,6
16,18,8,27,19,8,54,42,3,33,2
14,7,5,16,15,7,38,26,1,18,4
8,2,3,17,17,11,45,13,3,11,8
15,15,4,21,23,5,49,34,1,29,3
21,10,7,24,25,10,59,38,1,22,3
12,2,7,22,13,12,47,21,2,11,5
13,8,10,26,21,14,61,31,3,20,3
1,1,0,28,10,5,43,2,6,10,10
1,2,0,28,18,8,54,3,6,11,10
8,11,3,11,19,9,39,22,2,23,7
30,16,1,30,17,7,54,47,1,30,9
12,8,7,23,11,14,48,27,3,19,5
6,1,4,13,13,12,38,11,3,9,7
2,10,4,13,19,13,45,16,5,22,7
6,4,4,14,16,7,37,14,3,14,5
24,21,1,28,23,7,58,46,1,38,9
17,3,6,17,25,14,56,26,1,13,6
12,2,12,16,23,12,51,26,1,11,2
24,0,14,30,15,15,60,38,1,8,2
1,13,6,13,17,14,44,20,6,26,6
14,8,4,25,11,13,49,26,3,19,7
11,5,1,25,13,12,50,17,3,15,9
16,6,5,25,24,13,62,27,2,16,7
12,4,3,15,13,8,36,19,1,13,7
1,3,0,22,13,13,48,4,5,12,10
14,6,1,23,22,10,55,21,2,16,9
15,13,3,24,14,6,44,31,2,26,6
4,15,5,11,21,5,37,24,4,29,2
4,5,3,20,14,13,47,12,4,15,8
18,10,4,26,17,9,52,32,2,22,6
1,2,7,14,16,7,37,10,5,11,2
17,11,5,21,15,7,43,33,1,23,4
22,16,4,23,16,8,47,42,1,30,6
0,2,2,19,16,6,41,4,6,11,7
12,21,9,13,24,10,47,42,1,37,2
17,14,3,20,21,14,55,34,1,28,8
1,7,5,12,10,10,32,13,6,18,5
1,15,14,15,18,15,48,30,5,29,2
3,10,8,13,20,9,42,21,5,22,2
14,22,6,19,23,6,48,42,2,39,2
15,4,4,25,11,10,46,23,2,14,7
6,3,2,18,18,5,41,11,4,13,6
13,3,5,27,13,5,45,21,3,12,2
3,4,15,12,21,15,48,22,4,14,2
3,0,6,12,21,6,39,9,4,8,2
18,2,1,29,21,8,58,21,2,11,9
16,0,4,21,22,13,56,20,1,8,7
19,19,4,27,21,8,56,42,2,34,5
18,8,1,29,19,5,53,27,2,19,8
15,0,12,15,14,12,41,27,1,8,2
19,12,2,28,22,7,57,33,2,24,7
13,10,5,27,11,8,46,28,3,22,5
1,2,3,20,10,7,37,6,6,11,7
8,21,3,17,24,9,50,32,3,37,7
4,5,0,10,12,5,27,9,4,15,10
12,22,5,13,25,6,44,39,1,39,3
11,2,2,18,25,9,52,15,2,11,8
12,3,2,22,15,5,42,17,3,13,7
11,8,8,15,22,12,49,27,2,19,4
6,2,11,10,17,13,40,19,2,10,2
5,0,2,20,14,5,39,7,5,8,6
12,16,3,20,18,6,44,31,3,30,6
25,1,7,29,13,9,51,33,1,9,3
24,8,14,26,18,14,58,46,1,19,2
19,2,5,22,10,10,42,26,1,11,5
5,5,6,29,12,7,48,16,5,15,3
13,13,3,19,24,6,49,29,2,27,6
18,17,5,21,21,5,47,40,1,32,2
4,6,0,16,14,11,41,10,4,17,10
8,0,1,13,16,11,40,9,2,8,9
6,3,1,26,12,10,48,10,4,12,9
6,3,13,28,22,13,63,22,5,12,2
8,2,7,22,11,8,41,17,4,11,2
20,11,3,26,13,11,50,34,1,23,8
9,3,13,11,13,15,39,25,1,12,2
8,6,6,13,21,10,44,20,2,17,4
6,12,7,24,12,10,46,25,4,25,3
15,14,4,19,25,14,58,33,1,27,7
0,16,4,12,25,10,47,20,6,30,7
0,9,7,18,10,12,40,16,6,21,5
1,4,5,22,17,7,46,10,5,13,3
10,13,5,13,13,15,41,28,1,26,7
2,14,0,16,16,9,41,16,5,27,10
13,11,12,13,15,12,40,36,1,24,2
10,11,12,17,22,15,54,33,2,23,3
18,16,7,22,19,10,51,41,1,30,4
0,4,6,27,13,7,47,10,6,13,2
6,6,9,26,14,12,52,21,4,16,3
1,3,11,16,12,13,41,15,5,12,2
26,9,0,26,20,14,60,35,1,21,10
14,0,3,23,16,6,45,17,2,8,6
16,9,5,28,12,14,54,30,2,20,7
10,7,1,13,12,7,32,18,1,17,9
24,14,3,27,19,6,52,41,1,27,6
7,3,1,11,12,10,33,11,2,12,9
14,12,8,16,12,11,39,34,1,25,3
4,12,12,29,12,14,55,28,5,25,2
6,11,8,27,11,8,46,25,5,23,2
18,0,10,22,23,15,60,28,1,8,4
5,7,1,29,24,8,61,13,5,18,9
9,9,4,24,18,8,50,22,4,21,6
13,16,3,24,22,5,51,32,3,30,5
13,3,6,28,16,14,58,22,3,12,6
13,0,5,28,10,15,53,18,3,8,7
12,1,0,20,16,8,44,13,2,10,10
13,12,0,19,14,10,43,25,2,25,10
4,4,8,17,11,8,36,16,5,14,2
2,7,2,12,14,12,38,11,5,18,9
3,7,10,12,19,13,44,20,4,18,3
12,1,4,12,16,6,34,17,1,10,5
12,15,6,12,20,8,40,33,1,29,3
3,2,7,30,10,12,52,12,5,11,4
15,5,0,24,13,15,52,20,2,15,10
9,9,9,29,18,15,62,27,4,21,4
7,16,4,11,17,8,36,27,2,30,6
22,17,5,25,21,7,53,44,1,32,4
0,5,5,28,16,12,56,10,6,15,6
6,6,0,11,10,8,29,12,3,16,10
7,4,2,12,13,6,31,13,3,13,7
1,16,10,17,24,10,51,27,5,30,2
6,8,7,11,10,13,34,21,3,19,5
29,7,2,30,10,15,55,38,1,18,9
24,18,5,26,18,9,53,47,1,33,5
0,2,2,11,20,8,39,4,6,11,8
15,5,1,22,24,5,51,21,2,15,8
3,16,1,10,23,15,48,20,4,30,10
1,0,3,19,22,15,56,4,5,8,8
5,10,13,15,23,15,53,28,4,22,2
5,14,4,28,22,6,56,23,5,28,4
15,18,8,18,23,8,49,41,1,33,2
9,12,1,21,13,11,45,22,3,25,10
16,10,10,22,18,11,51,36,2,22,2
18,11,8,24,23,14,61,37,1,24,5
21,5,7,24,13,14,51,33,1,15,5
4,4,1,29,20,12,61,9,5,13,9
15,21,12,18,22,14,54,48,1,37,2
12,9,3,25,16,8,49,24,3,21,6
2,11,4,16,16,14,46,17,5,24,8
14,10,3,30,14,7,51,27,3,22,6
4,1,8,15,11,10,36,13,4,10,3
1,8,6,22,15,11,48,15,5,19,5
8,12,14,30,13,15,58,34,4,25,2
12,13,7,15,19,12,46,32,1,26,4
8,17,4,21,17,11,49,29,3,32,7
5,5,8,25,16,10,51,18,5,15,3
1,2,4,22,13,12,47,7,5,11,7
11,1,8,24,23,9,56,20,3,9,2
24,2,1,26,22,6,54,27,1,11,8
12,14,3,20,22,5,47,29,2,27,5
1,11,2,14,12,8,34,14,5,23,8
14,12,8,19,16,8,43,34,2,25,2
